eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,epoch,timestamp,train_dataset,test_dataset,text_type_train,text_type_test,is_use_text,is_use_sources,is_use_authors,is_use_tweets,is_use_retweets,is_truncated,is_ensemble,random_state,is_hp_search,learning_rate,train_batch_size,eval_batch_size,gradient_accumulation_steps,weight_decay,,,,,,,,,,,,,,,,,,,,,,,,
0.992280304431915,0.308394623383211,0.396013289036545,0.250912152680326,0.939075630252101,3,2021-09-08 17:32:35.601248,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,50,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1.01915729045868,0.303322343393355,0.390503660971822,0.247538677918425,0.92436974789916,3,2021-09-08 17:35:46.020582,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,51,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1.0001585483551,0.309662693380675,0.397787610619469,0.251961883408072,0.944327731092437,3,2021-09-08 17:38:56.968016,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,52,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
0.958722114562988,0.332234339335531,0.39706892603618,0.253879941434846,0.910714285714286,3,2021-09-08 17:42:07.591107,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,53,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1.02400064468384,0.290641643418717,0.386488264970388,0.24424729692265,0.925420168067227,3,2021-09-08 17:45:18.216274,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,54,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
0.940550625324249,0.310930763378138,0.39203401208324,0.249075916974694,0.920168067226891,3,2021-09-08 17:48:28.892815,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,55,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
0.972015023231506,0.321328937357342,0.396481732070365,0.252441125789776,0.923319327731092,3,2021-09-08 17:51:39.434384,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,56,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1.05258560180664,0.29647476540705,0.39326334208224,0.248342541436464,0.944327731092437,3,2021-09-08 17:54:50.382042,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,57,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
1.00376522541046,0.313213289373573,0.396344181899242,0.251556310130164,0.933823529411765,3,2021-09-08 17:58:01.079134,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,58,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
0.987743437290192,0.300786203398428,0.393666153507807,0.248956884561892,0.940126050420168,3,2021-09-08 18:01:12.192469,politifact,gossipcop,basic,basic,True,False,False,False,False,True,False,59,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.42523924509684,0.287598275424803,0.395784039578404,0.248850419258859,0.966386554621849,3,2021-09-08 18:20:30.926793,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,50,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.12955888112386,0.297489221405022,0.386353566681436,0.244806288601909,0.915966386554622,3,2021-09-08 18:39:14.360488,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,51,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.84538904825846,0.283286837433426,0.39330184628596,0.247166756610901,0.96218487394958,3,2021-09-08 18:57:35.543548,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,52,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.14946397145589,0.300278975399442,0.390006632765863,0.246989638756651,0.926470588235294,3,2021-09-08 19:15:43.970995,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,53,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.55552005767822,0.288359117423282,0.385188431200701,0.243355481727575,0.923319327731092,3,2021-09-08 19:33:38.744443,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,54,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.31582506497701,0.308901851382196,0.391605269033266,0.24865324638503,0.921218487394958,3,2021-09-08 19:51:23.570724,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,55,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.95381959279378,0.287091047425818,0.390370852309694,0.245968843946433,0.945378151260504,3,2021-09-08 20:09:02.113977,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,56,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.94955555597941,0.269591681460817,0.387755102040816,0.243070362473348,0.957983193277311,3,2021-09-08 20:26:32.075144,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,57,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.07609105110168,0.302307887395384,0.389073950699534,0.246691072937201,0.920168067226891,3,2021-09-08 20:43:57.157657,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,58,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
4.43297473589579,0.312452447375095,0.392833146696528,0.249644178764589,0.921218487394958,3,2021-09-08 21:01:16.304710,politifact,gossipcop,ensemble,ensemble,True,False,False,False,False,False,True,59,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
0.985576093196869,0.376363175247274,0.356114166012045,0.237181723055459,0.714285714285714,3,2021-09-08 21:28:49.617217,politifact,gossipcop,basic,basic,False,True,True,True,True,False,False,50,False,5E-05,8,8,1,0.01,,,,,,,,,,,,,,,,,,,,,,,,
