eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,epoch,timestamp,train_dataset,test_dataset,text_type_train,text_type_test,is_use_text,is_use_sources,is_use_authors,is_use_tweets,is_use_retweets,is_truncated,is_ensemble,random_state,is_hp_search,learning_rate,train_batch_size,eval_batch_size,gradient_accumulation_steps,weight_decay
0.510613858699799,0.76969696969697,0.73972602739726,0.76056338028169,0.72,3,2021-08-08 12:53:13.004663,politifact,politifact,basic,basic,True,False,False,False,False,True,False,50,False,5E-05,8,8,1,0.01
0.480214148759842,0.824242424242424,0.805369127516779,0.810810810810811,0.8,3,2021-08-08 12:54:46.485978,politifact,politifact,basic,basic,True,False,False,False,False,True,False,51,False,5E-05,8,8,1,0.01
0.483737289905548,0.824242424242424,0.810457516339869,0.794871794871795,0.826666666666667,3,2021-08-08 12:56:21.392331,politifact,politifact,basic,basic,True,False,False,False,False,True,False,52,False,5E-05,8,8,1,0.01
0.488317489624023,0.76969696969697,0.746666666666667,0.746666666666667,0.746666666666667,3,2021-08-08 12:57:55.898894,politifact,politifact,basic,basic,True,False,False,False,False,True,False,53,False,5E-05,8,8,1,0.01
0.486922204494476,0.8,0.781456953642384,0.776315789473684,0.786666666666667,3,2021-08-08 12:59:34.323414,politifact,politifact,basic,basic,True,False,False,False,False,True,False,54,False,5E-05,8,8,1,0.01
0.516457438468933,0.818181818181818,0.794520547945206,0.816901408450704,0.773333333333333,3,2021-08-08 13:01:08.360554,politifact,politifact,basic,basic,True,False,False,False,False,True,False,55,False,5E-05,8,8,1,0.01
0.473105043172836,0.836363636363636,0.832298136645963,0.779069767441861,0.893333333333333,3,2021-08-08 13:02:47.761830,politifact,politifact,basic,basic,True,False,False,False,False,True,False,56,False,5E-05,8,8,1,0.01
0.480666786432266,0.866666666666667,0.855263157894737,0.844155844155844,0.866666666666667,3,2021-08-08 13:04:28.828944,politifact,politifact,basic,basic,True,False,False,False,False,True,False,57,False,5E-05,8,8,1,0.01
0.459436535835266,0.872727272727273,0.855172413793103,0.885714285714286,0.826666666666667,3,2021-08-08 13:06:04.397141,politifact,politifact,basic,basic,True,False,False,False,False,True,False,58,False,5E-05,8,8,1,0.01
0.477565407752991,0.848484848484848,0.832214765100671,0.837837837837838,0.826666666666667,3,2021-08-08 13:07:40.707639,politifact,politifact,basic,basic,True,False,False,False,False,True,False,59,False,5E-05,8,8,1,0.01
0.416411608457565,0.896969696969697,0.888888888888889,0.871794871794872,0.906666666666667,3,2021-08-08 13:09:45.353512,politifact,politifact,basic,basic,True,False,False,False,False,True,False,50,False,5E-05,8,8,1,0.01
0.217699736356735,0.945454545454545,0.938775510204082,0.958333333333333,0.92,3,2021-08-08 13:11:56.513685,politifact,politifact,basic,basic,True,False,False,False,False,True,False,51,False,5E-05,8,8,1,0.01
0.308698564767838,0.921212121212121,0.915032679738562,0.897435897435897,0.933333333333333,3,2021-08-08 13:14:08.215887,politifact,politifact,basic,basic,True,False,False,False,False,True,False,52,False,5E-05,8,8,1,0.01
0.470318228006363,0.896969696969697,0.879432624113475,0.939393939393939,0.826666666666667,3,2021-08-08 13:16:17.860175,politifact,politifact,basic,basic,True,False,False,False,False,True,False,53,False,5E-05,8,8,1,0.01
0.284652560949326,0.921212121212121,0.91156462585034,0.930555555555556,0.893333333333333,3,2021-08-08 13:18:29.315543,politifact,politifact,basic,basic,True,False,False,False,False,True,False,54,False,5E-05,8,8,1,0.01
0.321451216936111,0.933333333333333,0.925170068027211,0.944444444444444,0.906666666666667,3,2021-08-08 13:20:45.333954,politifact,politifact,basic,basic,True,False,False,False,False,True,False,55,False,5E-05,8,8,1,0.01
0.192056387662888,0.951515151515152,0.946666666666667,0.946666666666667,0.946666666666667,3,2021-08-08 13:22:58.475138,politifact,politifact,basic,basic,True,False,False,False,False,True,False,56,False,5E-05,8,8,1,0.01
0.427994340658188,0.903030303030303,0.884057971014493,0.968253968253968,0.813333333333333,3,2021-08-08 13:25:11.327241,politifact,politifact,basic,basic,True,False,False,False,False,True,False,57,False,5E-05,8,8,1,0.01
0.2891606092453,0.927272727272727,0.916666666666667,0.956521739130435,0.88,3,2021-08-08 13:27:25.748345,politifact,politifact,basic,basic,True,False,False,False,False,True,False,58,False,5E-05,8,8,1,0.01
0.240832030773163,0.939393939393939,0.934210526315789,0.922077922077922,0.946666666666667,3,2021-08-08 13:29:38.207785,politifact,politifact,basic,basic,True,False,False,False,False,True,False,59,False,5E-05,8,8,1,0.01
0.26722976565361,0.933333333333333,0.926174496644295,0.932432432432432,0.92,3,2021-08-08 13:33:37.795978,politifact,politifact,basic,basic,True,False,False,False,False,False,False,50,False,5E-05,8,8,1,0.01
0.258336752653122,0.939393939393939,0.932432432432432,0.945205479452055,0.92,3,2021-08-08 13:37:36.912504,politifact,politifact,basic,basic,True,False,False,False,False,False,False,51,False,5E-05,8,8,1,0.01
0.398103326559067,0.909090909090909,0.899328859060403,0.905405405405405,0.893333333333333,3,2021-08-08 13:41:40.584245,politifact,politifact,basic,basic,True,False,False,False,False,False,False,52,False,5E-05,8,8,1,0.01
0.416052937507629,0.915151515151515,0.904109589041096,0.929577464788732,0.88,3,2021-08-08 13:45:44.785911,politifact,politifact,basic,basic,True,False,False,False,False,False,False,53,False,5E-05,8,8,1,0.01
0.477131873369217,0.903030303030303,0.893333333333333,0.893333333333333,0.893333333333333,3,2021-08-08 13:49:48.866654,politifact,politifact,basic,basic,True,False,False,False,False,False,False,54,False,5E-05,8,8,1,0.01
0.427522867918015,0.909090909090909,0.893617021276596,0.954545454545455,0.84,3,2021-08-08 13:53:53.368197,politifact,politifact,basic,basic,True,False,False,False,False,False,False,55,False,5E-05,8,8,1,0.01
0.148915812373161,0.957575757575757,0.95364238410596,0.947368421052632,0.96,3,2021-08-08 13:57:49.235839,politifact,politifact,basic,basic,True,False,False,False,False,False,False,56,False,5E-05,8,8,1,0.01
0.242195382714272,0.945454545454545,0.938775510204082,0.958333333333333,0.92,3,2021-08-08 14:01:51.912472,politifact,politifact,basic,basic,True,False,False,False,False,False,False,57,False,5E-05,8,8,1,0.01
0.370031237602234,0.939393939393939,0.934210526315789,0.922077922077922,0.946666666666667,3,2021-08-08 14:05:57.411601,politifact,politifact,basic,basic,True,False,False,False,False,False,False,58,False,5E-05,8,8,1,0.01
0.185765981674194,0.945454545454545,0.937062937062937,0.985294117647059,0.893333333333333,3,2021-08-08 14:10:03.842859,politifact,politifact,basic,basic,True,False,False,False,False,False,False,59,False,5E-05,8,8,1,0.01
0.365013986825943,0.915151515151515,0.91025641025641,0.876543209876543,0.946666666666667,3,2021-08-08 14:14:25.666331,politifact,politifact,extractive,extractive,True,False,False,False,False,False,False,50,False,5E-05,8,8,1,0.01
0.269270092248917,0.945454545454545,0.938775510204082,0.958333333333333,0.92,3,2021-08-08 14:18:20.537808,politifact,politifact,extractive,extractive,True,False,False,False,False,False,False,51,False,5E-05,8,8,1,0.01
0.615100145339966,0.884848484848485,0.875816993464052,0.858974358974359,0.893333333333333,3,2021-08-08 14:22:15.715770,politifact,politifact,extractive,extractive,True,False,False,False,False,False,False,52,False,5E-05,8,8,1,0.01
0.477767586708069,0.909090909090909,0.895104895104895,0.941176470588235,0.853333333333333,3,2021-08-08 14:26:09.129767,politifact,politifact,extractive,extractive,True,False,False,False,False,False,False,53,False,5E-05,8,8,1,0.01
0.382145285606384,0.921212121212121,0.913907284768212,0.907894736842105,0.92,3,2021-08-08 14:30:04.317456,politifact,politifact,extractive,extractive,True,False,False,False,False,False,False,54,False,5E-05,8,8,1,0.01
0.393502295017242,0.927272727272727,0.916666666666667,0.956521739130435,0.88,3,2021-08-08 14:33:59.268041,politifact,politifact,extractive,extractive,True,False,False,False,False,False,False,55,False,5E-05,8,8,1,0.01
0.246533244848251,0.927272727272727,0.918918918918919,0.931506849315068,0.906666666666667,3,2021-08-08 14:37:53.863016,politifact,politifact,extractive,extractive,True,False,False,False,False,False,False,56,False,5E-05,8,8,1,0.01
0.312594145536423,0.939393939393939,0.930555555555556,0.971014492753623,0.893333333333333,3,2021-08-08 14:41:53.274714,politifact,politifact,extractive,extractive,True,False,False,False,False,False,False,57,False,5E-05,8,8,1,0.01
